_id,title,text,query
<dbpedia:Kliment_Voroshilov>,Kliment Voroshilov,"Kliment Yefremovich Voroshilov (Russian: About this sound Климе́нт Ефре́мович Вороши́лов​ ), popularly known as Klim Voroshilov (Russian: Клим Вороши́лов, Klim Vorošilov) (4 February 1881 – 2 December 1969) was a prominent Soviet military officer and politician during the Stalin era.",who was klimmer voroshilov
<dbpedia:Karl_Böttiger>,Karl Böttiger,"Karl August Böttiger (June 8, 1760 – November 17, 1835) was a German archaeologist and classicist, and a prominent member of the literary and artistic circles in Weimar and Jena.",who is karol böttiger
<dbpedia:Toshiki_Kaifu>,Toshiki Kaifu,"Toshiki Kaifu (海部 俊樹, Kaifu Toshiki, born 2 January 1931) is a Japanese politician who was the 76th and 77th Prime Minister of Japan from 1989 to 1991.",what is toshiki kaifu name
<dbpedia:Karl_Ferdinand_Braun>,Karl Ferdinand Braun,"Karl Ferdinand Braun (6 June 1850 – 20 April 1918)  was a German inventor, physicist and Nobel laureate in physics. Braun contributed significantly to the development of radio and television technology : he shared with Guglielmo Marconi the 1909 Nobel Prize in Physics.",who invented tv
<dbpedia:Khunjerab_Pass>,Khunjerab Pass,"Khunjerab Pass (elevation 4,693 metres or 15,397 feet) is a high mountain pass in the Karakoram Mountains in a strategic position on the northern border of Pakistan's Gilgit–Baltistan Hunza - Nagar District on the southwest border of the Xinjiang region of China.  Its name is derived from Wakhi 'Khun' means Home and 'Jerav' means spring water/water falling.",where is khunjerab
<dbpedia:Kary_Mullis>,Kary Mullis,"Kary Banks Mullis (born December 28, 1944) is a Nobel Prize-winning American biochemist, author, and lecturer. In recognition of his improvement of the polymerase chain reaction (PCR) technique, he shared the 1993 Nobel Prize in Chemistry with Michael Smith and earned the Japan Prize in the same year. The process was first described by Kjell Kleppe and 1968 Nobel laureate H. Gobind Khorana, and allows the amplification of specific DNA sequences.",who is kary mullis
<dbpedia:Kazimir_Malevich>,Kazimir Malevich,"Kazimir Severinovich Malevich (February 23, 1878 – May 15, 1935) was a Polish-Russian painter and art theoretician. He was a pioneer of geometric abstract art and the originator of the avant-garde Suprematist movement.",what kind of artist is kaskimir malevich
<dbpedia:Kofi_Annan>,Kofi Annan,Kofi Atta Annan (born 8 April 1938) is a Ghanaian diplomat who served as the seventh Secretary-General of the United Nations from January 1997 to December 2006.,who is kofi annan
<dbpedia:Kilt>,Kilt,"The kilt is a knee-length non-bifurcated skirt-type garment with pleats at the rear, originating in the traditional dress of men and boys in the Scottish Highlands of the 16th century. Since the 19th century, it has become associated with the wider culture of Scotland in general, or with Celtic (and more specifically Gaelic) heritage even more broadly.",what is kilt
<dbpedia:Knowledge_Systems_Laboratory>,Knowledge Systems Laboratory,"Knowledge Systems Laboratory (KSL) is an artificial intelligence research laboratory within the Department of Computer Science at Stanford University, located at the Gates Computer Science Building, Stanford. Current work focuses on knowledge representation for shareable engineering knowledge bases and systems, computational environments for modelling physical devices, architectures for adaptive intelligent systems, and expert systems for science and engineering.",stanford what is a knowledge systems lab
<dbpedia:Kakinomoto_no_Hitomaro>,Kakinomoto no Hitomaro,"Kakinomoto no Hitomaro (柿本人麻呂 or 柿本人麿) was a Japanese waka poet and aristocrat of the late Asuka period. He was the most prominent of the poets included in the Man'yōshū, and was particularly represented in volumes 1 and 2. He is ranked as one of the Thirty-six Poetry Immortals. From the Heian period period on, he was often called ""Hito-maru"" (人丸).",who was hitomaro
<dbpedia:Kidney>,Kidney,"The kidneys are bean-shaped organs that serve several essential regulatory roles in vertebrates. They remove excess organic molecules from the blood, and it is by this action that their best-known function is performed: the removal of waste products of metabolism. Kidneys are essential to the urinary system and also serve homeostatic functions such as the regulation of electrolytes, maintenance of acid–base balance, and regulation of blood pressure (via maintaining the salt and water balance).",where is the kidney located?
<dbpedia:Kenilworth_Castle>,Kenilworth Castle,"Kenilworth Castle is located in the town of the same name in Warwickshire, England. Constructed from Norman through to Tudor times, the castle has been described by architectural historian Anthony Emery as ""the finest surviving example of a semi-royal palace of the later middle ages, significant for its scale, form and quality of workmanship"". Kenilworth has also played an important historical role.",where is kenilworth castle
<dbpedia:Koenigsegg>,Koenigsegg,"Koenigsegg Automotive AB (/ˈkʌnɪɡsɛɡ/; Swedish pronunciation: [ˈkøːnɪɡsɛɡ]) is a Swedish manufacturer of high-performance sports cars, also known as hypercars, based in Ängelholm.",what is a koenigsegg
<dbpedia:Kajang>,Kajang,"Kajang is a town in the eastern part of Selangor, Malaysia. Kajang is the district capital of Hulu Langat. It is located 21 kilometers (13 mi) from Malaysia's capital, Kuala Lumpur.The current locational gravity of growth in Kajang would be Sungai Chua. The total population of Kajang has grown rapidly in the past few years, with estimated population growth of 9% per annum.",where is kajang
<dbpedia:Alpha-Ketoglutaric_acid>,Alpha-Ketoglutaric acid,"Alpha-Ketoglutaric acid α-Ketoglutaric acid is one of two ketone derivatives of glutaric acid. (The term ""ketoglutaric acid,"" when not further qualified, almost always refers to the alpha variant. β-Ketoglutaric acid varies only by the position of the ketone functional group, and is much less common.)Its anion, α-ketoglutarate (α-KG, also called oxo-glutarate) is an important biological compound.",what is Alpha-ketoglutaric acid
<dbpedia:Kashubians>,Kashubians,"Kashubians (Kashubian: Kaszëbi; Polish: Kaszubi; German: Kaschuben) also spelled as Kaszubians, Kassubians, Cassubians, Cashubes or Kashubs, and formerly known as Kashubes, are a West Slavic ethnic group in Pomerelia, north-central Poland. Their settlement area is referred to as Kashubia (Kashubian: Kaszëbë, Polish: Kaszuby, German: Kaschubei, Kaschubien). They speak the Kashubian language, classified either as a separate language closely related to Polish, or a Polish dialect.",where is the kashubie
<dbpedia:Kenneth_Noland>,Kenneth Noland,"Kenneth Noland (April 10, 1924 – January 5, 2010) was an American abstract painter. He was one of the best-known American Color Field painters, although in the 1950s he was thought of as an abstract expressionist and in the early 1960s he was thought of as a minimalist painter. Noland helped establish the Washington Color School movement. In 1977, he was honored by a major retrospective at the Solomon R.",who was kenneth noland
<dbpedia:Karl_Dönitz>,Karl Dönitz,"Karl Dönitz (German: [ˈdøːnɪts]; 16 September 1891 – 24 December 1980), sometimes spelt Doenitz in English, was a German admiral who played a major role in the Naval history of World War II. He began his career in the Imperial German Navy (Kaiserliche Marine) before World War I. In 1918, while he was in command of UB-68, the submarine was sunk by British forces and Dönitz was taken prisoner.",who was karl doenitz
<dbpedia:Krzysztof_Penderecki>,Krzysztof Penderecki,"Krzysztof Eugeniusz Penderecki (/ˈkʃɪʃtɔːf ˌpɛndəˈrɛtski/; Polish: [ˈkʂɨʂtɔf ɛuˈɡɛɲuʂ pɛndɛˈrɛt͡skʲi]; born 23 November 1933) is a Polish composer and conductor. The Guardian has called him Poland's greatest living composer. Among his best known works are his Threnody to the Victims of Hiroshima, St.",who is krzysztof penserinki
<dbpedia:Caspar_Schwenckfeld>,Caspar Schwenckfeld,"Caspar (or Kaspar) Schwen(c)kfeld von Ossig (1489 or 1490 – 10 December 1561) was a German theologian, writer, and preacher who became a Protestant Reformer and spiritualist, one of the earliest promoters of the Protestant Reformation in Silesia.Schwenckfeld came to Reformation principles through Thomas Müntzer and Andreas Karlstadt. However, he developed his own principles and fell out with Martin Luther over the eucharistic controversy (1524).",who was caspar schwenckfeld
<dbpedia:Kubla_Khan>,Kubla Khan,"""Kubla Khan; or, A Vision in a Dream: A Fragment"" /ˌkʊblə ˈkɑːn/ is a poem written by Samuel Taylor Coleridge, completed in 1797 and published in 1816. According to Coleridge's Preface to ""Kubla Khan"", the poem was composed one night after he experienced an opium-influenced dream after reading a work describing Xanadu, the summer palace of the Mongol ruler and Emperor of China Kublai Khan.",when was kubla khan poem written
<dbpedia:Kelsey_Grammer>,Kelsey Grammer,"Allen Kelsey Grammer (born February 21, 1955) is an American actor, voice actor, comedian, producer, director, writer, singer and activist.Grammer is known for his two-decade portrayal of psychiatrist Dr. Frasier Crane on the NBC sitcoms Cheers and Frasier. He has won five Primetime Emmy Awards and three Golden Globe Awards, and has also worked as a television producer, director, writer, and as a voice artist on The Simpsons as Sideshow Bob (for which he received his fifth Primetime Emmy).",kelsey grammer voice actor
